time us,CH1 mV
1.01E+00,4
1.01E+00,-9.6
1.01E+00,-6.4
1.01E+00,-6.4
1.01E+00,8
1.01E+00,2.4
1.01E+00,-13.6
1.01E+00,-22.4
1.01E+00,-20
1.01E+00,-32.8
1.01E+00,-11.2
1.01E+00,8.8
1.01E+00,8
1.01E+00,-8.8
1.01E+00,13.6
1.02E+00,12.8
1.02E+00,-16
1.02E+00,0
1.02E+00,16.8
1.02E+00,14.4
1.02E+00,24
1.02E+00,8.8
1.02E+00,5.6
1.02E+00,1.6
1.02E+00,0.8
1.02E+00,-15.2
1.02E+00,-8.8
1.02E+00,6.4
1.02E+00,19.2
1.02E+00,0
1.02E+00,10.4
1.02E+00,3.2
1.02E+00,7.2
1.02E+00,1.6
1.02E+00,-10.4
1.02E+00,4
1.02E+00,6.4
1.02E+00,2.4
1.02E+00,26.4
1.02E+00,21.6
1.03E+00,4
1.03E+00,9.6
1.03E+00,13.6
1.03E+00,0
1.03E+00,0
1.03E+00,-8.8
1.03E+00,8
1.03E+00,10.4
1.03E+00,11.2
1.03E+00,20.8
1.03E+00,13.6
1.03E+00,2.4
1.03E+00,-10.4
1.03E+00,-19.2
1.03E+00,-7.2
1.03E+00,4
1.03E+00,8.8
1.03E+00,8.8
1.03E+00,20
1.03E+00,16.8
1.03E+00,2.4
1.03E+00,4
1.03E+00,-4
1.03E+00,-10.4
1.03E+00,-0.8
1.04E+00,10.4
1.04E+00,24.8
1.04E+00,21.6
1.04E+00,24.8
1.04E+00,32.8
1.04E+00,-10.4
1.04E+00,-3.2
1.04E+00,4
1.04E+00,-0.8
1.04E+00,-10.4
1.04E+00,-8
1.04E+00,0
1.04E+00,1.6
1.04E+00,15.2
1.04E+00,-5.6
1.04E+00,19.2
1.04E+00,31.2
1.04E+00,22.4
1.04E+00,19.2
1.04E+00,-10.4
1.04E+00,-8.8
1.04E+00,20.8
1.04E+00,23.2
1.04E+00,31.2
1.04E+00,18.4
1.05E+00,27.2
1.05E+00,24.8
1.05E+00,25.6
1.05E+00,13.6
1.05E+00,16.8
1.05E+00,-2.4
1.05E+00,-12.8
1.05E+00,-18.4
1.05E+00,5.6
1.05E+00,-4.8
1.05E+00,-5.6
1.05E+00,-6.4
1.05E+00,-0.8
1.05E+00,0
1.05E+00,-16.8
1.05E+00,30.4
1.05E+00,15.2
1.05E+00,-8
1.05E+00,-7.2
1.05E+00,-7.2
1.05E+00,-2.4
1.05E+00,22.4
1.05E+00,8.8
1.05E+00,4
1.05E+00,9.6
1.06E+00,19.2
1.06E+00,23.2
1.06E+00,-3.2
1.06E+00,-9.6
1.06E+00,-4
1.06E+00,-16
1.06E+00,7.2
1.06E+00,-10.4
1.06E+00,1.6
1.06E+00,-2.4
1.06E+00,20.8
1.06E+00,3.2
1.06E+00,-35.2
1.06E+00,-24
1.06E+00,-3.2
1.06E+00,3.2
1.06E+00,-3.2
1.06E+00,14.4
1.06E+00,24.8
1.06E+00,-4
1.06E+00,-11.2
1.06E+00,-20
1.06E+00,-1.6
1.06E+00,4
1.06E+00,9.6
1.07E+00,-6.4
1.07E+00,5.6
1.07E+00,20.8
1.07E+00,22.4
1.07E+00,19.2
1.07E+00,29.6
1.07E+00,31.2
1.07E+00,23.2
1.07E+00,5.6
1.07E+00,29.6
1.07E+00,37.6
1.07E+00,16.8
1.07E+00,-12.8
1.07E+00,-31.2
1.07E+00,-24.8
1.07E+00,-16
1.07E+00,6.4
1.07E+00,24.8
1.07E+00,42.4
1.07E+00,40.8
1.07E+00,31.2
1.07E+00,17.6
1.07E+00,0
1.07E+00,-1.6
1.07E+00,0.8
1.08E+00,12.8
1.08E+00,2.4
1.08E+00,22.4
1.08E+00,28
1.08E+00,4
1.08E+00,8
1.08E+00,20
1.08E+00,28
1.08E+00,20.8
1.08E+00,-11.2
1.08E+00,-15.2
1.08E+00,-17.6
1.08E+00,-10.4
1.08E+00,-13.6
1.08E+00,-8
1.08E+00,-21.6
1.08E+00,-11.2
1.08E+00,-12.8
1.08E+00,10.4
1.08E+00,36.8
1.08E+00,9.6
1.08E+00,0
1.08E+00,-25.6
1.08E+00,-12.8
1.08E+00,-17.6
1.09E+00,-28.8
1.09E+00,8
1.09E+00,11.2
1.09E+00,9.6
1.09E+00,6.4
1.09E+00,-1.6
1.09E+00,10.4
1.09E+00,-2.4
1.09E+00,12.8
1.09E+00,-2.4
1.09E+00,-22.4
1.09E+00,-10.4
1.09E+00,-8
1.09E+00,-36
1.09E+00,-2.4
1.09E+00,-4.8
1.09E+00,8.8
1.09E+00,11.2
1.09E+00,-40.8
1.09E+00,-24
1.09E+00,-20.8
1.09E+00,5.6
1.09E+00,-2.4
1.09E+00,5.6
1.09E+00,8.8
1.10E+00,16
1.10E+00,10.4
1.10E+00,24.8
1.10E+00,8.8
1.10E+00,21.6
1.10E+00,13.6
1.10E+00,15.2
1.10E+00,6.4
1.10E+00,-28
1.10E+00,1.6
1.10E+00,-17.6
1.10E+00,4
1.10E+00,-5.6
1.10E+00,-13.6
1.10E+00,-12.8
1.10E+00,-12.8
1.10E+00,-8.8
1.10E+00,-4
1.10E+00,-28
1.10E+00,-8
1.10E+00,16.8
1.10E+00,1.6
1.10E+00,-5.6
1.10E+00,20
1.10E+00,-7.2
1.11E+00,-28.8
1.11E+00,-24.8
1.11E+00,-4.8
1.11E+00,12
1.11E+00,-23.2
1.11E+00,-36
1.11E+00,-20
1.11E+00,-28
1.11E+00,-27.2
1.11E+00,-27.2
1.11E+00,0.8
1.11E+00,-12
1.11E+00,-24
1.11E+00,2.4
1.11E+00,9.6
1.11E+00,0
1.11E+00,12
1.11E+00,2.4
1.11E+00,25.6
1.11E+00,40
1.11E+00,2.4
1.11E+00,-13.6
1.11E+00,-16
1.11E+00,-21.6
1.11E+00,-4.8
1.12E+00,-3.2
1.12E+00,-10.4
1.12E+00,0
1.12E+00,-24
1.12E+00,-20
1.12E+00,-2.4
1.12E+00,-2.4
1.12E+00,-20
1.12E+00,-2.4
1.12E+00,-12.8
1.12E+00,-11.2
1.12E+00,16
1.12E+00,-17.6
1.12E+00,-23.2
1.12E+00,-35.2
1.12E+00,-52
1.12E+00,-29.6
1.12E+00,-11.2
1.12E+00,-4
1.12E+00,0.8
1.12E+00,11.2
1.12E+00,14.4
1.12E+00,9.6
1.12E+00,9.6
1.12E+00,-8
1.13E+00,18.4
1.13E+00,18.4
1.13E+00,31.2
1.13E+00,35.2
1.13E+00,6.4
1.13E+00,2.4
1.13E+00,9.6
1.13E+00,-8
1.13E+00,-2.4
1.13E+00,-17.6
1.13E+00,12.8
1.13E+00,14.4
1.13E+00,-10.4
1.13E+00,-15.2
1.13E+00,-7.2
1.13E+00,-16.8
1.13E+00,-36.8
1.13E+00,-36
1.13E+00,-12.8
1.13E+00,-8
1.13E+00,-24
1.13E+00,-16
1.13E+00,-7.2
1.13E+00,-7.2
1.13E+00,-23.2
1.14E+00,-18.4
1.14E+00,4.8
1.14E+00,-11.2
1.14E+00,8
1.14E+00,24.8
1.14E+00,12.8
1.14E+00,-9.6
1.14E+00,-11.2
1.14E+00,-23.2
1.14E+00,11.2
1.14E+00,4
1.14E+00,-1.6
1.14E+00,-3.2
1.14E+00,-12.8
1.14E+00,20.8
1.14E+00,29.6
1.14E+00,-31.2
1.14E+00,-34.4
1.14E+00,-33.6
1.14E+00,-38.4
1.14E+00,3.2
1.14E+00,-12
1.14E+00,-6.4
1.14E+00,-4.8
1.14E+00,-4.8
1.15E+00,0.8
1.15E+00,11.2
1.15E+00,-4.8
1.15E+00,-16
1.15E+00,-16
1.15E+00,-1.6
1.15E+00,7.2
1.15E+00,-1.6
1.15E+00,-13.6
1.15E+00,-13.6
1.15E+00,12.8
1.15E+00,23.2
1.15E+00,-10.4
1.15E+00,-12
1.15E+00,-12.8
1.15E+00,-2.4
1.15E+00,-21.6
1.15E+00,-3.2
1.15E+00,7.2
1.15E+00,6.4
1.15E+00,-2.4
1.15E+00,-20.8
1.15E+00,-10.4
1.15E+00,-7.2
1.15E+00,-4
1.16E+00,0.8
1.16E+00,7.2
1.16E+00,13.6
1.16E+00,-22.4
1.16E+00,-17.6
1.16E+00,-11.2
1.16E+00,-20.8
1.16E+00,-12.8
1.16E+00,17.6
1.16E+00,8
1.16E+00,9.6
1.16E+00,-10.4
1.16E+00,16.8
1.16E+00,-21.6
1.16E+00,-13.6
1.16E+00,2.4
1.16E+00,-10.4
1.16E+00,2.4
1.16E+00,11.2
1.16E+00,24
1.16E+00,32
1.16E+00,-4
1.16E+00,-2.4
1.16E+00,14.4
1.16E+00,-0.8
1.17E+00,-8.8
1.17E+00,-26.4
1.17E+00,-25.6
1.17E+00,4
1.17E+00,11.2
1.17E+00,8.8
1.17E+00,19.2
1.17E+00,-5.6
1.17E+00,-0.8
1.17E+00,-17.6
1.17E+00,0
1.17E+00,12.8
1.17E+00,12.8
1.17E+00,20.8
1.17E+00,4.8
1.17E+00,-7.2
1.17E+00,-0.8
1.17E+00,-26.4
1.17E+00,-16
1.17E+00,4.8
1.17E+00,12
1.17E+00,15.2
1.17E+00,-4.8
1.17E+00,-19.2
1.17E+00,-10.4
1.18E+00,16.8
1.18E+00,-7.2
1.18E+00,-16.8
1.18E+00,-16.8
1.18E+00,-23.2
1.18E+00,7.2
1.18E+00,3.2
1.18E+00,-15.2
1.18E+00,-22.4
1.18E+00,-9.6
1.18E+00,-4.8
1.18E+00,-0.8
1.18E+00,13.6
1.18E+00,-0.8
1.18E+00,21.6
1.18E+00,27.2
1.18E+00,4
1.18E+00,-4.8
1.18E+00,4
1.18E+00,0
1.18E+00,-2.4
1.18E+00,-12
1.18E+00,-21.6
1.18E+00,-40.8
1.18E+00,-9.6
1.19E+00,-20.8
1.19E+00,-14.4
1.19E+00,28.8
1.19E+00,4
1.19E+00,-21.6
1.19E+00,-6.4
1.19E+00,-5.6
1.19E+00,-3.2
1.19E+00,14.4
1.19E+00,-12
1.19E+00,-35.2
1.19E+00,-10.4
1.19E+00,-20
1.19E+00,-29.6
1.19E+00,-12.8
1.19E+00,-30.4
1.19E+00,-44.8
1.19E+00,-39.2
1.19E+00,14.4
1.19E+00,20
1.19E+00,4
1.19E+00,-6.4
1.19E+00,-7.2
1.19E+00,4
1.19E+00,3.2
1.20E+00,13.6
1.20E+00,11.2
1.20E+00,17.6
1.20E+00,15.2
1.20E+00,16.8
1.20E+00,16.8
1.20E+00,10.4
1.20E+00,-13.6
1.20E+00,-4.8
1.20E+00,-28
1.20E+00,-23.2
1.20E+00,-21.6
1.20E+00,-44.8
1.20E+00,-40.8
1.20E+00,-31.2
1.20E+00,-28.8
1.20E+00,-15.2
1.20E+00,-2.4
1.20E+00,8
1.20E+00,-26.4
1.20E+00,-3.2
1.20E+00,-10.4
1.20E+00,2.4
1.20E+00,1.6
1.20E+00,-15.2
1.21E+00,-3.2
1.21E+00,-12.8
1.21E+00,-6.4
1.21E+00,-4.8
1.21E+00,-35.2
1.21E+00,-14.4
1.21E+00,12.8
1.21E+00,-36
1.21E+00,-36.8
1.21E+00,-31.2
1.21E+00,-50.4
1.21E+00,1.6
1.21E+00,-0.8
1.21E+00,-4
1.21E+00,16
1.21E+00,1.6
1.21E+00,-3.2
1.21E+00,2.4
1.21E+00,18.4
1.21E+00,13.6
1.21E+00,10.4
1.21E+00,-11.2
1.21E+00,-19.2
1.21E+00,4.8
1.21E+00,-3.2
1.22E+00,2.4
1.22E+00,5.6
1.22E+00,10.4
1.22E+00,-6.4
1.22E+00,-28
1.22E+00,-5.6
1.22E+00,16
1.22E+00,29.6
1.22E+00,13.6
1.22E+00,19.2
1.22E+00,25.6
1.22E+00,20
1.22E+00,6.4
1.22E+00,13.6
1.22E+00,-12.8
1.22E+00,-4
1.22E+00,-8.8
1.22E+00,-28.8
1.22E+00,14.4
1.22E+00,40.8
1.22E+00,2.4
1.22E+00,-19.2
1.22E+00,-1.6
1.22E+00,3.2
1.22E+00,-20
1.23E+00,-12
1.23E+00,-0.8
1.23E+00,-20.8
1.23E+00,0.8
1.23E+00,12.8
1.23E+00,11.2
1.23E+00,0
1.23E+00,12
1.23E+00,16
1.23E+00,3.2
1.23E+00,12
1.23E+00,5.6
1.23E+00,9.6
1.23E+00,17.6
1.23E+00,-5.6
1.23E+00,-32
1.23E+00,4.8
1.23E+00,-0.8
1.23E+00,-28.8
1.23E+00,-7.2
1.23E+00,3.2
1.23E+00,2.4
1.23E+00,8
1.23E+00,6.4
1.23E+00,-15.2
1.24E+00,-4
1.24E+00,-8
1.24E+00,5.6
1.24E+00,20
1.24E+00,20
1.24E+00,31.2
1.24E+00,0
1.24E+00,-18.4
1.24E+00,-8
1.24E+00,8.8
1.24E+00,-4
1.24E+00,-23.2
1.24E+00,-33.6
1.24E+00,-32
1.24E+00,-0.8
1.24E+00,8
1.24E+00,27.2
1.24E+00,4.8
1.24E+00,8
1.24E+00,7.2
1.24E+00,3.2
1.24E+00,-5.6
1.24E+00,-9.6
1.24E+00,-8
1.24E+00,-2.4
1.25E+00,-9.6
1.25E+00,3.2
1.25E+00,-12
1.25E+00,1.6
1.25E+00,39.2
1.25E+00,18.4
1.25E+00,20.8
1.25E+00,7.2
1.25E+00,-18.4
1.25E+00,-11.2
1.25E+00,5.6
1.25E+00,-5.6
1.25E+00,-9.6
1.25E+00,-28
1.25E+00,-8.8
1.25E+00,2.4
1.25E+00,-4.8
1.25E+00,-27.2
1.25E+00,-31.2
1.25E+00,-16
1.25E+00,-25.6
1.25E+00,-40.8
1.25E+00,-19.2
1.25E+00,-4
1.25E+00,-10.4
1.26E+00,-24
1.26E+00,-0.8
1.26E+00,-16.8
1.26E+00,-25.6
1.26E+00,-11.2
1.26E+00,4.8
1.26E+00,18.4
1.26E+00,7.2
1.26E+00,0
1.26E+00,6.4
1.26E+00,-0.8
1.26E+00,-8.8
1.26E+00,-12
1.26E+00,-3.2
1.26E+00,17.6
1.26E+00,-4.8
1.26E+00,16
1.26E+00,9.6
1.26E+00,-10.4
1.26E+00,-31.2
1.26E+00,-19.2
1.26E+00,-4.8
1.26E+00,16.8
1.26E+00,19.2
1.26E+00,14.4
1.27E+00,1.6
1.27E+00,-12
1.27E+00,-19.2
1.27E+00,-14.4
1.27E+00,-0.8
1.27E+00,4
1.27E+00,1.6
1.27E+00,-5.6
1.27E+00,-8
1.27E+00,32
1.27E+00,28
1.27E+00,8.8
1.27E+00,0
1.27E+00,9.6
1.27E+00,2.4
1.27E+00,0.8
1.27E+00,-0.8
1.27E+00,7.2
1.27E+00,32.8
1.27E+00,16.8
1.27E+00,-4
1.27E+00,-33.6
1.27E+00,-20
1.27E+00,-11.2
1.27E+00,-14.4
1.28E+00,-14.4
1.28E+00,-26.4
1.28E+00,-13.6
1.28E+00,-10.4
1.28E+00,-17.6
1.28E+00,-39.2
1.28E+00,-28.8
1.28E+00,-8
1.28E+00,-8.8
1.28E+00,3.2
1.28E+00,-23.2
1.28E+00,8.8
1.28E+00,3.2
1.28E+00,-13.6
1.28E+00,-0.8
1.28E+00,12.8
1.28E+00,-8
1.28E+00,19.2
1.28E+00,32
1.28E+00,54.4
1.28E+00,27.2
1.28E+00,12.8
1.28E+00,5.6
1.28E+00,12
1.28E+00,7.2
1.29E+00,20.8
1.29E+00,31.2
1.29E+00,27.2
1.29E+00,14.4
1.29E+00,6.4
1.29E+00,15.2
1.29E+00,17.6
1.29E+00,30.4
1.29E+00,27.2
1.29E+00,20.8
1.29E+00,13.6
1.29E+00,9.6
1.29E+00,17.6
1.29E+00,0
1.29E+00,-21.6
1.29E+00,5.6
1.29E+00,25.6
1.29E+00,32.8
1.29E+00,3.2
1.29E+00,-2.4
1.29E+00,-2.4
1.29E+00,-12
1.29E+00,-16
1.29E+00,-0.8
1.29E+00,8
1.30E+00,4
1.30E+00,13.6
1.30E+00,36.8
1.30E+00,34.4
1.30E+00,22.4
1.30E+00,35.2
1.30E+00,16.8
1.30E+00,23.2
1.30E+00,47.2
1.30E+00,24
1.30E+00,13.6
1.30E+00,24.8
1.30E+00,9.6
1.30E+00,20
1.30E+00,35.2
1.30E+00,18.4
1.30E+00,14.4
1.30E+00,5.6
1.30E+00,-6.4
1.30E+00,-32.8
1.30E+00,-21.6
1.30E+00,-12.8
1.30E+00,14.4
1.30E+00,7.2
1.30E+00,0
1.31E+00,-12.8
1.31E+00,-7.2
1.31E+00,7.2
1.31E+00,22.4
1.31E+00,-3.2
1.31E+00,12
1.31E+00,15.2
1.31E+00,13.6
1.31E+00,-4
1.31E+00,1.6
1.31E+00,25.6
1.31E+00,14.4
1.31E+00,16
1.31E+00,31.2
1.31E+00,34.4
1.31E+00,38.4
1.31E+00,32
1.31E+00,28
1.31E+00,34.4
1.31E+00,45.6
1.31E+00,8.8
1.31E+00,21.6
1.31E+00,58.4
1.31E+00,57.6
1.31E+00,27.2
1.32E+00,29.6
1.32E+00,32.8
1.32E+00,4.8
1.32E+00,18.4
1.32E+00,38.4
1.32E+00,44
1.32E+00,20.8
1.32E+00,15.2
1.32E+00,-0.8
1.32E+00,-15.2
1.32E+00,-3.2
1.32E+00,3.2
1.32E+00,5.6
1.32E+00,-20
1.32E+00,-8.8
1.32E+00,32
1.32E+00,3.2
1.32E+00,-19.2
1.32E+00,-16.8
1.32E+00,17.6
1.32E+00,9.6
1.32E+00,12
1.32E+00,-4.8
1.32E+00,-0.8
1.32E+00,-20
1.33E+00,-9.6
1.33E+00,4
1.33E+00,-9.6
1.33E+00,-3.2
1.33E+00,4
1.33E+00,-11.2
1.33E+00,3.2
1.33E+00,9.6
1.33E+00,4
1.33E+00,32
1.33E+00,26.4
1.33E+00,12
1.33E+00,33.6
1.33E+00,22.4
1.33E+00,5.6
1.33E+00,14.4
1.33E+00,0
1.33E+00,10.4
1.33E+00,16
1.33E+00,14.4
1.33E+00,2.4
1.33E+00,3.2
1.33E+00,-8
1.33E+00,1.6
1.33E+00,15.2
1.34E+00,-11.2
1.34E+00,-7.2
1.34E+00,-15.2
1.34E+00,-3.2
1.34E+00,-7.2
1.34E+00,-0.8
1.34E+00,-8.8
1.34E+00,-0.8
1.34E+00,34.4
1.34E+00,17.6
1.34E+00,-16
1.34E+00,-6.4
1.34E+00,13.6
1.34E+00,29.6
1.34E+00,20.8
1.34E+00,0
1.34E+00,13.6
1.34E+00,-10.4
1.34E+00,-28
1.34E+00,-8.8
1.34E+00,-5.6
1.34E+00,-12
1.34E+00,2.4
1.34E+00,-6.4
1.34E+00,2.4
1.35E+00,11.2
1.35E+00,13.6
1.35E+00,-7.2
1.35E+00,-39.2
1.35E+00,-29.6
1.35E+00,0
1.35E+00,-3.2
1.35E+00,-17.6
1.35E+00,-24.8
1.35E+00,-17.6
1.35E+00,-8
1.35E+00,-14.4
1.35E+00,-28
1.35E+00,-28
1.35E+00,-4
1.35E+00,8
1.35E+00,-4.8
1.35E+00,2.4
1.35E+00,-11.2
1.35E+00,12
1.35E+00,15.2
1.35E+00,45.6
1.35E+00,35.2
1.35E+00,48.8
1.35E+00,24.8
1.36E+00,0
1.36E+00,10.4
1.36E+00,11.2
1.36E+00,13.6
1.36E+00,19.2
1.36E+00,-20
1.36E+00,-8
1.36E+00,19.2
1.36E+00,9.6
1.36E+00,0.8
1.36E+00,2.4
1.36E+00,15.2
1.36E+00,-10.4
1.36E+00,0
1.36E+00,1.6
1.36E+00,-8.8
1.36E+00,-19.2
1.36E+00,-16.8
1.36E+00,-20.8
1.36E+00,-11.2
1.36E+00,-11.2
1.36E+00,-28.8
1.36E+00,-25.6
1.36E+00,-3.2
1.36E+00,11.2
1.37E+00,-3.2
1.37E+00,-12.8
1.37E+00,2.4
1.37E+00,-20.8
1.37E+00,-4.8
1.37E+00,-7.2
1.37E+00,2.4
1.37E+00,-28
1.37E+00,0
1.37E+00,19.2
1.37E+00,-9.6
1.37E+00,-6.4
1.37E+00,-34.4
1.37E+00,-7.2
1.37E+00,-0.8
1.37E+00,7.2
1.37E+00,3.2
1.37E+00,1.6
1.37E+00,8.8
1.37E+00,25.6
1.37E+00,21.6
1.37E+00,-8.8
1.37E+00,4.8
1.37E+00,-8
1.37E+00,-24.8
1.38E+00,0
1.38E+00,-36.8
1.38E+00,-52.8
1.38E+00,-24
1.38E+00,-26.4
1.38E+00,-22.4
1.38E+00,-25.6
1.38E+00,12.8
1.38E+00,29.6
1.38E+00,37.6
1.38E+00,24
1.38E+00,8.8
1.38E+00,-15.2
1.38E+00,-13.6
1.38E+00,-4
1.38E+00,-33.6
1.38E+00,-16.8
1.38E+00,-34.4
1.38E+00,-14.4
1.38E+00,6.4
1.38E+00,-7.2
1.38E+00,18.4
1.38E+00,20
1.38E+00,23.2
1.38E+00,-8
1.39E+00,-32.8
1.39E+00,0
1.39E+00,7.2
1.39E+00,8
1.39E+00,4
1.39E+00,-6.4
1.39E+00,0.8
1.39E+00,-28.8
1.39E+00,-0.8
1.39E+00,26.4
1.39E+00,0.8
1.39E+00,0
1.39E+00,0.8
1.39E+00,-12.8
1.39E+00,-12.8
1.39E+00,-12
1.39E+00,-12
1.39E+00,-16
1.39E+00,-13.6
1.39E+00,-2.4
1.39E+00,14.4
1.39E+00,15.2
1.39E+00,10.4
1.39E+00,1.6
1.39E+00,-20.8
1.40E+00,-2.4
1.40E+00,-11.2
1.40E+00,-13.6
1.40E+00,-7.2
1.40E+00,-4
1.40E+00,-32
1.40E+00,-34.4
1.40E+00,-13.6
1.40E+00,-3.2
1.40E+00,36.8
1.40E+00,16
1.40E+00,-4.8
1.40E+00,16
1.40E+00,19.2
1.40E+00,13.6
1.40E+00,0.8
1.40E+00,-12.8
1.40E+00,-0.8
1.40E+00,-0.8
1.40E+00,-8.8
1.40E+00,-14.4
1.40E+00,-9.6
1.40E+00,-16
1.40E+00,-34.4
1.40E+00,-17.6
1.41E+00,6.4
1.41E+00,-3.2
1.41E+00,-26.4
1.41E+00,-16.8
1.41E+00,-27.2
1.41E+00,2.4
1.41E+00,-4
1.41E+00,-23.2
1.41E+00,-19.2
1.41E+00,19.2
1.41E+00,14.4
1.41E+00,-7.2
1.41E+00,-11.2
1.41E+00,-10.4
1.41E+00,-6.4
1.41E+00,29.6
1.41E+00,4.8
1.41E+00,7.2
1.41E+00,12
1.41E+00,16.8
1.41E+00,-3.2
1.41E+00,8
1.41E+00,12.8
1.41E+00,12.8
1.41E+00,-4.8
1.42E+00,-2.4
1.42E+00,-6.4
1.42E+00,12
1.42E+00,4
1.42E+00,-8.8
1.42E+00,-34.4
1.42E+00,-25.6
1.42E+00,-27.2
1.42E+00,0
1.42E+00,15.2
1.42E+00,0
1.42E+00,-32
1.42E+00,-20
1.42E+00,11.2
1.42E+00,-14.4
1.42E+00,-31.2
1.42E+00,-8
1.42E+00,-0.8
1.42E+00,26.4
1.42E+00,-5.6
1.42E+00,-28
1.42E+00,0.8
1.42E+00,17.6
1.42E+00,15.2
1.42E+00,1.6
1.43E+00,0.8
1.43E+00,0
1.43E+00,0.8
1.43E+00,4.8
1.43E+00,-8
1.43E+00,-6.4
1.43E+00,-16.8
1.43E+00,-22.4
1.43E+00,-23.2
1.43E+00,14.4
1.43E+00,7.2
1.43E+00,9.6
1.43E+00,-15.2
1.43E+00,-8
1.43E+00,17.6
1.43E+00,4.8
1.43E+00,12.8
1.43E+00,24.8
1.43E+00,9.6
1.43E+00,-1.6
1.43E+00,-10.4
1.43E+00,-15.2
1.43E+00,-40
1.43E+00,-25.6
1.43E+00,-8.8
1.44E+00,-2.4
1.44E+00,2.4
1.44E+00,10.4
1.44E+00,8
1.44E+00,5.6
1.44E+00,-18.4
1.44E+00,-2.4
1.44E+00,-8
1.44E+00,-4.8
1.44E+00,9.6
1.44E+00,-7.2
1.44E+00,-0.8
1.44E+00,2.4
1.44E+00,28
1.44E+00,18.4
1.44E+00,5.6
1.44E+00,-4.8
1.44E+00,-18.4
1.44E+00,2.4
1.44E+00,-5.6
1.44E+00,-11.2
1.44E+00,3.2
1.44E+00,-7.2
1.44E+00,-20.8
1.44E+00,-20
1.45E+00,-10.4
1.45E+00,10.4
1.45E+00,-17.6
1.45E+00,8
1.45E+00,12
1.45E+00,-3.2
1.45E+00,-0.8
1.45E+00,32.8
1.45E+00,16
1.45E+00,-27.2
1.45E+00,7.2
1.45E+00,-0.8
1.45E+00,-5.6
1.45E+00,-5.6
1.45E+00,-8.8
1.45E+00,-13.6
1.45E+00,-4.8
1.45E+00,21.6
1.45E+00,16.8
1.45E+00,-7.2
1.45E+00,-3.2
1.45E+00,-0.8
1.45E+00,-13.6
1.45E+00,2.4
1.45E+00,-10.4
1.46E+00,-27.2
1.46E+00,-32.8
1.46E+00,-27.2
1.46E+00,-11.2
1.46E+00,9.6
1.46E+00,-4
1.46E+00,0.8
1.46E+00,17.6
1.46E+00,24.8
1.46E+00,4.8
1.46E+00,-17.6
1.46E+00,1.6
1.46E+00,28
1.46E+00,16
1.46E+00,20.8
1.46E+00,4.8
1.46E+00,21.6
1.46E+00,10.4
1.46E+00,8
1.46E+00,5.6
1.46E+00,13.6
1.46E+00,24.8
1.46E+00,24.8
1.46E+00,19.2
1.46E+00,12
1.47E+00,24.8
1.47E+00,54.4
1.47E+00,28
1.47E+00,-10.4
1.47E+00,-43.2
1.47E+00,-28
1.47E+00,-5.6
1.47E+00,7.2
1.47E+00,-11.2
1.47E+00,4.8
1.47E+00,1.6
1.47E+00,-22.4
1.47E+00,-19.2
1.47E+00,-12
1.47E+00,-25.6
1.47E+00,-25.6
1.47E+00,-11.2
1.47E+00,1.6
1.47E+00,33.6
1.47E+00,31.2
1.47E+00,24.8
1.47E+00,11.2
1.47E+00,-11.2
1.47E+00,-13.6
1.47E+00,-14.4
1.48E+00,-12
1.48E+00,47.2
1.48E+00,32
1.48E+00,-0.8
1.48E+00,-1.6
1.48E+00,-8
1.48E+00,4.8
1.48E+00,13.6
1.48E+00,7.2
1.48E+00,-0.8
1.48E+00,10.4
1.48E+00,0.8
1.48E+00,12
1.48E+00,23.2
1.48E+00,4
1.48E+00,4.8
1.48E+00,10.4
1.48E+00,5.6
1.48E+00,-8.8
1.48E+00,-10.4
1.48E+00,-5.6
1.48E+00,-25.6
1.48E+00,-26.4
1.48E+00,-28
1.48E+00,-5.6
1.49E+00,-5.6
1.49E+00,-17.6
1.49E+00,-11.2
1.49E+00,4
1.49E+00,-5.6
1.49E+00,-12
1.49E+00,0.8
1.49E+00,0
1.49E+00,29.6
1.49E+00,35.2
1.49E+00,6.4
1.49E+00,1.6
1.49E+00,15.2
1.49E+00,8
1.49E+00,1.6
1.49E+00,6.4
1.49E+00,6.4
1.49E+00,-12.8
1.49E+00,-17.6
1.49E+00,16
1.49E+00,-4
1.49E+00,12.8
1.49E+00,-4.8
1.49E+00,7.2
1.49E+00,11.2
1.50E+00,18.4
1.50E+00,17.6
1.50E+00,-17.6
1.50E+00,-10.4
1.50E+00,-14.4
1.50E+00,-24
1.50E+00,6.4
1.50E+00,0.8
1.50E+00,-43.2
1.50E+00,-19.2
1.50E+00,-3.2
1.50E+00,-32
1.50E+00,8.8
1.50E+00,12
1.50E+00,6.4
1.50E+00,33.6
1.50E+00,31.2
1.50E+00,-3.2
1.50E+00,0.8
1.50E+00,5.6
1.50E+00,-12.8
1.50E+00,0
1.50E+00,-8
1.50E+00,-37.6
1.50E+00,-30.4
1.51E+00,-44
1.51E+00,-20.8
1.51E+00,-18.4
1.51E+00,-22.4
1.51E+00,-8.8
1.51E+00,7.2
1.51E+00,8.8
1.51E+00,-3.2
1.51E+00,-19.2
1.51E+00,-7.2
1.51E+00,-20
1.51E+00,-5.6
1.51E+00,-8
1.51E+00,-11.2
1.51E+00,-4
1.51E+00,2.4
1.51E+00,-3.2
1.51E+00,-1.6
1.51E+00,16
1.51E+00,9.6
1.51E+00,-21.6
