time us,CH1 mV
2.02E+00,4
2.02E+00,-12
2.02E+00,13.6
2.02E+00,0.8
2.02E+00,-1.6
2.02E+00,10.4
2.02E+00,20
2.02E+00,9.6
2.02E+00,13.6
2.02E+00,12
2.02E+00,28.8
2.02E+00,40
2.02E+00,20
2.02E+00,-8
2.02E+00,-0.8
2.02E+00,-21.6
2.02E+00,-3.2
2.02E+00,-10.4
2.02E+00,-31.2
2.03E+00,-11.2
2.03E+00,-11.2
2.03E+00,-27.2
2.03E+00,-8
2.03E+00,-15.2
2.03E+00,-3.2
2.03E+00,7.2
2.03E+00,-5.6
2.03E+00,-20.8
2.03E+00,-28.8
2.03E+00,-0.8
2.03E+00,-8.8
2.03E+00,-0.8
2.03E+00,-8.8
2.03E+00,8
2.03E+00,12
2.03E+00,-2.4
2.03E+00,-0.8
2.03E+00,25.6
2.03E+00,0
2.03E+00,26.4
2.03E+00,0
2.03E+00,-5.6
2.03E+00,7.2
2.03E+00,5.6
2.04E+00,14.4
2.04E+00,19.2
2.04E+00,14.4
2.04E+00,8
2.04E+00,5.6
2.04E+00,14.4
2.04E+00,13.6
2.04E+00,15.2
2.04E+00,22.4
2.04E+00,33.6
2.04E+00,31.2
2.04E+00,12.8
2.04E+00,-1.6
2.04E+00,0
2.04E+00,-25.6
2.04E+00,-17.6
2.04E+00,12
2.04E+00,5.6
2.04E+00,12.8
2.04E+00,4.8
2.04E+00,13.6
2.04E+00,36.8
2.04E+00,-12.8
2.04E+00,-10.4
2.04E+00,1.6
2.05E+00,-5.6
2.05E+00,10.4
2.05E+00,-3.2
2.05E+00,-0.8
2.05E+00,-3.2
2.05E+00,-12
2.05E+00,-33.6
2.05E+00,-19.2
2.05E+00,-17.6
2.05E+00,-12
2.05E+00,0.8
2.05E+00,22.4
2.05E+00,-4
2.05E+00,-9.6
2.05E+00,27.2
2.05E+00,0
2.05E+00,-3.2
2.05E+00,-9.6
2.05E+00,5.6
2.05E+00,15.2
2.05E+00,-24
2.05E+00,-14.4
2.05E+00,4.8
2.05E+00,6.4
2.05E+00,-17.6
2.06E+00,-12.8
2.06E+00,-11.2
2.06E+00,-32.8
2.06E+00,-35.2
2.06E+00,-9.6
2.06E+00,5.6
2.06E+00,-12
2.06E+00,-25.6
2.06E+00,-43.2
2.06E+00,-28
2.06E+00,-10.4
2.06E+00,-2.4
2.06E+00,6.4
2.06E+00,-13.6
2.06E+00,-1.6
2.06E+00,-5.6
2.06E+00,8.8
2.06E+00,-4.8
2.06E+00,-6.4
2.06E+00,6.4
2.06E+00,8
2.06E+00,5.6
2.06E+00,9.6
2.06E+00,-2.4
2.06E+00,-9.6
2.07E+00,-20
2.07E+00,-35.2
2.07E+00,-19.2
2.07E+00,-20
2.07E+00,-12
2.07E+00,5.6
2.07E+00,-5.6
2.07E+00,-1.6
2.07E+00,-24
2.07E+00,-24
2.07E+00,-25.6
2.07E+00,-21.6
2.07E+00,11.2
2.07E+00,13.6
2.07E+00,-0.8
2.07E+00,6.4
2.07E+00,28.8
2.07E+00,32
2.07E+00,6.4
2.07E+00,4
2.07E+00,5.6
2.07E+00,19.2
2.07E+00,5.6
2.07E+00,20.8
2.07E+00,-4
2.08E+00,-32
2.08E+00,-9.6
2.08E+00,8
2.08E+00,-0.8
2.08E+00,-12
2.08E+00,2.4
2.08E+00,-6.4
2.08E+00,-4
2.08E+00,-3.2
2.08E+00,-0.8
2.08E+00,-15.2
2.08E+00,-21.6
2.08E+00,-7.2
2.08E+00,7.2
2.08E+00,-4.8
2.08E+00,-16.8
2.08E+00,4.8
2.08E+00,2.4
2.08E+00,3.2
2.08E+00,13.6
2.08E+00,9.6
2.08E+00,0
2.08E+00,3.2
2.08E+00,-1.6
2.08E+00,12.8
2.09E+00,28.8
2.09E+00,26.4
2.09E+00,9.6
2.09E+00,-8.8
2.09E+00,-14.4
2.09E+00,10.4
2.09E+00,-0.8
2.09E+00,32.8
2.09E+00,35.2
2.09E+00,8
2.09E+00,7.2
2.09E+00,2.4
2.09E+00,17.6
2.09E+00,0.8
2.09E+00,-12
2.09E+00,8.8
2.09E+00,4.8
2.09E+00,-3.2
2.09E+00,-11.2
2.09E+00,-6.4
2.09E+00,0.8
2.09E+00,-3.2
2.09E+00,3.2
2.09E+00,14.4
2.09E+00,13.6
2.10E+00,0.8
2.10E+00,5.6
2.10E+00,18.4
2.10E+00,33.6
2.10E+00,15.2
2.10E+00,11.2
2.10E+00,-12.8
2.10E+00,-11.2
2.10E+00,0
2.10E+00,-10.4
2.10E+00,6.4
2.10E+00,-0.8
2.10E+00,-8
2.10E+00,1.6
2.10E+00,-4.8
2.10E+00,-7.2
2.10E+00,0
2.10E+00,-12
2.10E+00,6.4
2.10E+00,0.8
2.10E+00,24
2.10E+00,-12.8
2.10E+00,-17.6
2.10E+00,-9.6
2.10E+00,1.6
2.11E+00,8.8
2.11E+00,23.2
2.11E+00,40.8
2.11E+00,8
2.11E+00,-10.4
2.11E+00,-19.2
2.11E+00,4.8
2.11E+00,32.8
2.11E+00,7.2
2.11E+00,-16.8
2.11E+00,6.4
2.11E+00,0
2.11E+00,21.6
2.11E+00,33.6
2.11E+00,15.2
2.11E+00,4
2.11E+00,-4.8
2.11E+00,19.2
2.11E+00,24
2.11E+00,27.2
2.11E+00,-5.6
2.11E+00,9.6
2.11E+00,28.8
2.11E+00,8.8
2.11E+00,1.6
2.12E+00,-9.6
2.12E+00,-19.2
2.12E+00,16
2.12E+00,-1.6
2.12E+00,-9.6
2.12E+00,-12
2.12E+00,-30.4
2.12E+00,-21.6
2.12E+00,-5.6
2.12E+00,4.8
2.12E+00,-1.6
2.12E+00,-9.6
2.12E+00,4
2.12E+00,16.8
2.12E+00,11.2
2.12E+00,-0.8
2.12E+00,-8
2.12E+00,-1.6
2.12E+00,-18.4
2.12E+00,-8
2.12E+00,-6.4
2.12E+00,-14.4
2.12E+00,-20.8
2.12E+00,-18.4
2.12E+00,-11.2
2.13E+00,-4
2.13E+00,10.4
2.13E+00,21.6
2.13E+00,24.8
2.13E+00,39.2
2.13E+00,20
2.13E+00,8
2.13E+00,-1.6
2.13E+00,33.6
2.13E+00,33.6
2.13E+00,20.8
2.13E+00,16
2.13E+00,-13.6
2.13E+00,-15.2
2.13E+00,18.4
2.13E+00,15.2
2.13E+00,19.2
2.13E+00,7.2
2.13E+00,13.6
2.13E+00,20
2.13E+00,27.2
2.13E+00,3.2
2.13E+00,8
2.13E+00,25.6
2.13E+00,24
2.14E+00,20
2.14E+00,20
2.14E+00,3.2
2.14E+00,10.4
2.14E+00,-14.4
2.14E+00,-27.2
2.14E+00,-1.6
2.14E+00,-9.6
2.14E+00,-28
2.14E+00,0
2.14E+00,-13.6
2.14E+00,1.6
2.14E+00,-2.4
2.14E+00,12
2.14E+00,-4
2.14E+00,-2.4
2.14E+00,-16.8
2.14E+00,-12
2.14E+00,4
2.14E+00,1.6
2.14E+00,0.8
2.14E+00,5.6
2.14E+00,-4
2.14E+00,2.4
2.14E+00,-27.2
2.15E+00,-36.8
2.15E+00,-6.4
2.15E+00,11.2
2.15E+00,30.4
2.15E+00,-4.8
2.15E+00,6.4
2.15E+00,-1.6
2.15E+00,-12
2.15E+00,-14.4
2.15E+00,-36.8
2.15E+00,-24.8
2.15E+00,7.2
2.15E+00,3.2
2.15E+00,8
2.15E+00,12.8
2.15E+00,10.4
2.15E+00,-8
2.15E+00,-28.8
2.15E+00,-16.8
2.15E+00,15.2
2.15E+00,24
2.15E+00,16.8
2.15E+00,27.2
2.15E+00,20
2.15E+00,14.4
2.16E+00,15.2
2.16E+00,28.8
2.16E+00,24
2.16E+00,8
2.16E+00,-18.4
2.16E+00,-2.4
2.16E+00,1.6
2.16E+00,-2.4
2.16E+00,-2.4
2.16E+00,-19.2
2.16E+00,5.6
2.16E+00,30.4
2.16E+00,24
2.16E+00,35.2
2.16E+00,48.8
2.16E+00,38.4
2.16E+00,28
2.16E+00,22.4
2.16E+00,-10.4
2.16E+00,11.2
2.16E+00,22.4
2.16E+00,19.2
2.16E+00,17.6
2.16E+00,3.2
2.16E+00,0
2.17E+00,13.6
2.17E+00,-14.4
2.17E+00,18.4
2.17E+00,1.6
2.17E+00,-15.2
2.17E+00,-16.8
2.17E+00,-40.8
2.17E+00,-26.4
2.17E+00,0
2.17E+00,-2.4
2.17E+00,16.8
2.17E+00,8.8
2.17E+00,5.6
2.17E+00,19.2
2.17E+00,4.8
2.17E+00,-0.8
2.17E+00,3.2
2.17E+00,17.6
2.17E+00,23.2
2.17E+00,0
2.17E+00,9.6
2.17E+00,17.6
2.17E+00,-11.2
2.17E+00,-3.2
2.17E+00,28
2.18E+00,32
2.18E+00,2.4
2.18E+00,-42.4
2.18E+00,-12
2.18E+00,-5.6
2.18E+00,11.2
2.18E+00,8
2.18E+00,-8.8
2.18E+00,6.4
2.18E+00,15.2
2.18E+00,6.4
2.18E+00,6.4
2.18E+00,10.4
2.18E+00,-31.2
2.18E+00,-4.8
2.18E+00,11.2
2.18E+00,20.8
2.18E+00,33.6
2.18E+00,4
2.18E+00,11.2
2.18E+00,-7.2
2.18E+00,-9.6
2.18E+00,-8
2.18E+00,-23.2
2.18E+00,5.6
2.19E+00,-17.6
2.19E+00,-5.6
2.19E+00,-3.2
2.19E+00,-13.6
2.19E+00,-28.8
2.19E+00,-20
2.19E+00,-20.8
2.19E+00,-2.4
2.19E+00,32.8
2.19E+00,21.6
2.19E+00,5.6
2.19E+00,-13.6
2.19E+00,-22.4
2.19E+00,-9.6
2.19E+00,-15.2
2.19E+00,-28
2.19E+00,-5.6
2.19E+00,-3.2
2.19E+00,-20.8
2.19E+00,1.6
2.19E+00,-6.4
2.19E+00,14.4
2.19E+00,3.2
2.19E+00,7.2
2.19E+00,-22.4
2.20E+00,4
2.20E+00,21.6
2.20E+00,12.8
2.20E+00,-13.6
2.20E+00,-4.8
2.20E+00,-11.2
2.20E+00,-8
2.20E+00,-24.8
2.20E+00,-4
2.20E+00,16
2.20E+00,24.8
2.20E+00,-8
2.20E+00,12.8
2.20E+00,19.2
2.20E+00,0.8
2.20E+00,-19.2
2.20E+00,-4
2.20E+00,10.4
2.20E+00,30.4
2.20E+00,23.2
2.20E+00,5.6
2.20E+00,40.8
2.20E+00,9.6
2.20E+00,16
2.20E+00,5.6
2.21E+00,21.6
2.21E+00,9.6
2.21E+00,-6.4
2.21E+00,-6.4
2.21E+00,1.6
2.21E+00,29.6
2.21E+00,10.4
2.21E+00,-18.4
2.21E+00,-8.8
2.21E+00,-27.2
2.21E+00,-19.2
2.21E+00,7.2
2.21E+00,22.4
2.21E+00,13.6
2.21E+00,12.8
2.21E+00,-2.4
2.21E+00,15.2
2.21E+00,11.2
2.21E+00,-8.8
2.21E+00,-1.6
2.21E+00,14.4
2.21E+00,4.8
2.21E+00,-10.4
2.21E+00,-20.8
2.21E+00,5.6
2.22E+00,6.4
2.22E+00,-2.4
2.22E+00,3.2
2.22E+00,-12.8
2.22E+00,-19.2
2.22E+00,-20.8
2.22E+00,-19.2
2.22E+00,-17.6
2.22E+00,-14.4
2.22E+00,32
2.22E+00,28.8
2.22E+00,32
2.22E+00,13.6
2.22E+00,2.4
2.22E+00,24.8
2.22E+00,11.2
2.22E+00,-20.8
2.22E+00,30.4
2.22E+00,9.6
2.22E+00,0
2.22E+00,-11.2
2.22E+00,-26.4
2.22E+00,-31.2
2.22E+00,-11.2
2.22E+00,8.8
2.23E+00,12.8
2.23E+00,2.4
2.23E+00,-12
2.23E+00,-0.8
2.23E+00,-4.8
2.23E+00,-23.2
2.23E+00,-25.6
2.23E+00,-21.6
2.23E+00,-16
2.23E+00,-24.8
2.23E+00,7.2
2.23E+00,12
2.23E+00,9.6
2.23E+00,0.8
2.23E+00,-31.2
2.23E+00,-28
2.23E+00,-13.6
2.23E+00,-6.4
2.23E+00,-49.6
2.23E+00,-20
2.23E+00,12
2.23E+00,4.8
2.23E+00,-21.6
2.23E+00,-5.6
2.23E+00,5.6
2.24E+00,-4.8
2.24E+00,4
2.24E+00,0
2.24E+00,19.2
2.24E+00,4
2.24E+00,-5.6
2.24E+00,-0.8
2.24E+00,-9.6
2.24E+00,9.6
2.24E+00,22.4
2.24E+00,8.8
2.24E+00,18.4
2.24E+00,12
2.24E+00,-9.6
2.24E+00,-1.6
2.24E+00,0.8
2.24E+00,8
2.24E+00,14.4
2.24E+00,-7.2
2.24E+00,0
2.24E+00,5.6
2.24E+00,-28.8
2.24E+00,-12
2.24E+00,-4.8
2.24E+00,10.4
2.25E+00,-11.2
2.25E+00,-15.2
2.25E+00,-20.8
2.25E+00,-22.4
2.25E+00,-23.2
2.25E+00,-23.2
2.25E+00,24.8
2.25E+00,9.6
2.25E+00,-1.6
2.25E+00,2.4
2.25E+00,-9.6
2.25E+00,27.2
2.25E+00,18.4
2.25E+00,16.8
2.25E+00,10.4
2.25E+00,-4
2.25E+00,6.4
2.25E+00,-11.2
2.25E+00,-16
2.25E+00,-0.8
2.25E+00,16
2.25E+00,5.6
2.25E+00,-18.4
2.25E+00,-16
2.25E+00,-34.4
2.26E+00,-36.8
2.26E+00,-9.6
2.26E+00,-5.6
2.26E+00,-20
2.26E+00,-8
2.26E+00,24.8
2.26E+00,8
2.26E+00,7.2
2.26E+00,4
2.26E+00,8
2.26E+00,-17.6
2.26E+00,-19.2
2.26E+00,-24
2.26E+00,-8.8
2.26E+00,23.2
2.26E+00,41.6
2.26E+00,8
2.26E+00,14.4
2.26E+00,35.2
2.26E+00,24.8
2.26E+00,21.6
2.26E+00,12
2.26E+00,20
2.26E+00,22.4
2.26E+00,23.2
2.27E+00,24.8
2.27E+00,23.2
2.27E+00,23.2
2.27E+00,12
2.27E+00,-4.8
2.27E+00,8.8
2.27E+00,-20
2.27E+00,-2.4
2.27E+00,23.2
2.27E+00,8.8
2.27E+00,1.6
2.27E+00,8
2.27E+00,-9.6
2.27E+00,2.4
2.27E+00,-14.4
2.27E+00,-32.8
2.27E+00,-8.8
2.27E+00,16
2.27E+00,40
2.27E+00,46.4
2.27E+00,15.2
2.27E+00,-28
2.27E+00,-35.2
2.27E+00,-4.8
2.27E+00,-5.6
2.28E+00,-34.4
2.28E+00,-38.4
2.28E+00,-22.4
2.28E+00,-17.6
2.28E+00,-27.2
2.28E+00,22.4
2.28E+00,32
2.28E+00,5.6
2.28E+00,7.2
2.28E+00,-11.2
2.28E+00,3.2
2.28E+00,-1.6
2.28E+00,6.4
2.28E+00,-4
2.28E+00,8
2.28E+00,11.2
2.28E+00,5.6
2.28E+00,24
2.28E+00,13.6
2.28E+00,-12
2.28E+00,14.4
2.28E+00,18.4
2.28E+00,3.2
2.28E+00,-6.4
2.28E+00,6.4
2.29E+00,21.6
2.29E+00,-0.8
2.29E+00,24
2.29E+00,-11.2
2.29E+00,14.4
2.29E+00,12.8
2.29E+00,-14.4
2.29E+00,-34.4
2.29E+00,-24.8
2.29E+00,-9.6
2.29E+00,-28
2.29E+00,-24
2.29E+00,12
2.29E+00,-8.8
2.29E+00,-44
2.29E+00,-32.8
2.29E+00,-4.8
2.29E+00,-0.8
2.29E+00,1.6
2.29E+00,-16
2.29E+00,-16.8
2.29E+00,13.6
2.29E+00,13.6
2.29E+00,-17.6
2.29E+00,-6.4
2.30E+00,-6.4
2.30E+00,-32.8
2.30E+00,-21.6
2.30E+00,-22.4
2.30E+00,-12.8
2.30E+00,-31.2
2.30E+00,-8
2.30E+00,7.2
2.30E+00,-6.4
2.30E+00,-12
2.30E+00,-14.4
2.30E+00,20.8
2.30E+00,4
2.30E+00,-13.6
2.30E+00,-10.4
2.30E+00,4.8
2.30E+00,12
2.30E+00,24
2.30E+00,15.2
2.30E+00,1.6
2.30E+00,-13.6
2.30E+00,5.6
2.30E+00,4.8
2.30E+00,24
2.30E+00,32.8
2.31E+00,7.2
2.31E+00,8
2.31E+00,-38.4
2.31E+00,-29.6
2.31E+00,-28
2.31E+00,-35.2
2.31E+00,-17.6
2.31E+00,-16.8
2.31E+00,-7.2
2.31E+00,9.6
2.31E+00,1.6
2.31E+00,-21.6
2.31E+00,-12.8
2.31E+00,-18.4
2.31E+00,0
2.31E+00,15.2
2.31E+00,14.4
2.31E+00,26.4
2.31E+00,25.6
2.31E+00,10.4
2.31E+00,2.4
2.31E+00,6.4
2.31E+00,-2.4
2.31E+00,-1.6
2.31E+00,12.8
2.32E+00,7.2
2.32E+00,-2.4
2.32E+00,23.2
2.32E+00,8.8
2.32E+00,2.4
2.32E+00,12
2.32E+00,0
2.32E+00,-14.4
2.32E+00,-23.2
2.32E+00,-27.2
2.32E+00,5.6
2.32E+00,14.4
2.32E+00,-12
2.32E+00,4.8
2.32E+00,-30.4
2.32E+00,-21.6
2.32E+00,-8
2.32E+00,1.6
2.32E+00,0
2.32E+00,-26.4
2.32E+00,-37.6
2.32E+00,-17.6
2.32E+00,-10.4
2.32E+00,10.4
2.32E+00,8
2.33E+00,-11.2
2.33E+00,0
2.33E+00,11.2
2.33E+00,-12.8
2.33E+00,-22.4
2.33E+00,-20
2.33E+00,-6.4
2.33E+00,8
2.33E+00,13.6
2.33E+00,28
2.33E+00,2.4
2.33E+00,29.6
2.33E+00,24.8
2.33E+00,0
2.33E+00,-8.8
2.33E+00,0
2.33E+00,-32
2.33E+00,-4
2.33E+00,-8.8
2.33E+00,-20.8
2.33E+00,3.2
2.33E+00,-8
2.33E+00,14.4
2.33E+00,-8
2.33E+00,23.2
2.34E+00,11.2
2.34E+00,18.4
2.34E+00,12.8
2.34E+00,-10.4
2.34E+00,5.6
2.34E+00,4
2.34E+00,2.4
2.34E+00,-8.8
2.34E+00,-13.6
2.34E+00,4.8
2.34E+00,8
2.34E+00,20
2.34E+00,17.6
2.34E+00,24
2.34E+00,6.4
2.34E+00,-4.8
2.34E+00,-10.4
2.34E+00,-24
2.34E+00,-8
2.34E+00,10.4
2.34E+00,8
2.34E+00,-14.4
2.34E+00,-16
2.34E+00,-16
2.34E+00,-1.6
2.35E+00,-10.4
2.35E+00,-4
2.35E+00,3.2
2.35E+00,3.2
2.35E+00,9.6
2.35E+00,4.8
2.35E+00,-8.8
2.35E+00,-16.8
2.35E+00,-32
2.35E+00,-18.4
2.35E+00,-19.2
2.35E+00,-23.2
2.35E+00,8
2.35E+00,0
2.35E+00,28
2.35E+00,7.2
2.35E+00,-4
2.35E+00,-9.6
2.35E+00,-6.4
2.35E+00,9.6
2.35E+00,-2.4
2.35E+00,8.8
2.35E+00,0.8
2.35E+00,12
2.35E+00,-12
2.36E+00,-27.2
2.36E+00,-24
2.36E+00,-9.6
2.36E+00,-0.8
2.36E+00,5.6
2.36E+00,8.8
2.36E+00,-26.4
2.36E+00,-32
2.36E+00,-20.8
2.36E+00,-2.4
2.36E+00,-2.4
2.36E+00,7.2
2.36E+00,-5.6
2.36E+00,5.6
2.36E+00,32.8
2.36E+00,24
2.36E+00,10.4
2.36E+00,-0.8
2.36E+00,-21.6
2.36E+00,-1.6
2.36E+00,-21.6
2.36E+00,-7.2
2.36E+00,-4
2.36E+00,-13.6
2.36E+00,-22.4
2.37E+00,-10.4
2.37E+00,-8.8
2.37E+00,0
2.37E+00,0.8
2.37E+00,5.6
2.37E+00,4
2.37E+00,-0.8
2.37E+00,23.2
2.37E+00,8.8
2.37E+00,6.4
2.37E+00,1.6
2.37E+00,-12.8
2.37E+00,33.6
2.37E+00,10.4
2.37E+00,-25.6
2.37E+00,-15.2
2.37E+00,-3.2
2.37E+00,-17.6
2.37E+00,-0.8
2.37E+00,-28.8
2.37E+00,-4.8
2.37E+00,-12.8
2.37E+00,-19.2
2.37E+00,20.8
2.37E+00,11.2
2.38E+00,16
2.38E+00,24.8
2.38E+00,16
2.38E+00,-4.8
2.38E+00,-13.6
2.38E+00,-16
2.38E+00,-47.2
2.38E+00,-46.4
2.38E+00,-31.2
2.38E+00,-30.4
2.38E+00,-19.2
2.38E+00,-17.6
2.38E+00,9.6
2.38E+00,16
2.38E+00,27.2
2.38E+00,40
2.38E+00,33.6
2.38E+00,34.4
2.38E+00,18.4
2.38E+00,19.2
2.38E+00,16
2.38E+00,18.4
2.38E+00,8
2.38E+00,4
2.38E+00,-4.8
2.39E+00,9.6
2.39E+00,0
2.39E+00,2.4
2.39E+00,-8
2.39E+00,14.4
2.39E+00,-11.2
2.39E+00,0
2.39E+00,-16
2.39E+00,-24.8
2.39E+00,1.6
2.39E+00,0.8
2.39E+00,-3.2
2.39E+00,19.2
2.39E+00,24.8
2.39E+00,7.2
2.39E+00,-0.8
2.39E+00,12.8
2.39E+00,-3.2
2.39E+00,0
2.39E+00,-23.2
2.39E+00,-21.6
2.39E+00,-4.8
2.39E+00,24.8
2.39E+00,10.4
2.39E+00,24
2.40E+00,9.6
2.40E+00,24
2.40E+00,0.8
2.40E+00,-18.4
2.40E+00,33.6
2.40E+00,48
2.40E+00,8.8
2.40E+00,-8
2.40E+00,20.8
2.40E+00,4.8
2.40E+00,-5.6
2.40E+00,2.4
2.40E+00,3.2
2.40E+00,30.4
2.40E+00,25.6
2.40E+00,55.2
2.40E+00,37.6
2.40E+00,9.6
2.40E+00,7.2
2.40E+00,-6.4
2.40E+00,12
2.40E+00,12.8
2.40E+00,0
2.40E+00,-7.2
2.40E+00,2.4
2.41E+00,-5.6
2.41E+00,-25.6
2.41E+00,1.6
2.41E+00,4.8
2.41E+00,7.2
2.41E+00,-16
2.41E+00,-5.6
2.41E+00,-20.8
2.41E+00,11.2
2.41E+00,-18.4
2.41E+00,-0.8
2.41E+00,-16
2.41E+00,12.8
2.41E+00,-4.8
2.41E+00,-25.6
2.41E+00,-7.2
2.41E+00,-23.2
2.41E+00,4
2.41E+00,6.4
2.41E+00,-15.2
2.41E+00,-10.4
2.41E+00,-3.2
2.41E+00,-33.6
2.41E+00,-19.2
2.41E+00,-3.2
2.42E+00,27.2
2.42E+00,21.6
2.42E+00,17.6
2.42E+00,13.6
2.42E+00,0.8
2.42E+00,1.6
2.42E+00,4.8
2.42E+00,0.8
2.42E+00,-10.4
2.42E+00,-0.8
2.42E+00,20.8
2.42E+00,-0.8
2.42E+00,-26.4
2.42E+00,-19.2
2.42E+00,-15.2
2.42E+00,-3.2
2.42E+00,-11.2
2.42E+00,-2.4
2.42E+00,10.4
2.42E+00,16.8
2.42E+00,20.8
2.42E+00,21.6
2.42E+00,16
2.42E+00,39.2
2.42E+00,24
2.43E+00,52.8
2.43E+00,20
2.43E+00,36
2.43E+00,-1.6
2.43E+00,3.2
2.43E+00,22.4
2.43E+00,20.8
2.43E+00,-2.4
2.43E+00,-1.6
2.43E+00,-4.8
2.43E+00,-6.4
2.43E+00,4
2.43E+00,-4.8
2.43E+00,-13.6
2.43E+00,-36
2.43E+00,0
2.43E+00,-5.6
2.43E+00,-3.2
2.43E+00,-2.4
2.43E+00,0.8
2.43E+00,-12
2.43E+00,-14.4
2.43E+00,-9.6
2.43E+00,-12.8
2.43E+00,8
2.44E+00,12
2.44E+00,1.6
2.44E+00,16
2.44E+00,31.2
2.44E+00,30.4
2.44E+00,32.8
2.44E+00,25.6
2.44E+00,16.8
2.44E+00,-10.4
2.44E+00,-11.2
2.44E+00,-4.8
2.44E+00,-7.2
2.44E+00,-0.8
2.44E+00,-23.2
2.44E+00,-28
2.44E+00,-11.2
2.44E+00,-31.2
2.44E+00,-5.6
2.44E+00,1.6
2.44E+00,20
2.44E+00,12.8
2.44E+00,11.2
2.44E+00,-8
2.44E+00,20.8
2.44E+00,17.6
2.45E+00,15.2
2.45E+00,24
2.45E+00,-3.2
2.45E+00,-17.6
2.45E+00,-16
2.45E+00,-9.6
2.45E+00,-23.2
2.45E+00,-21.6
2.45E+00,-24.8
2.45E+00,-6.4
2.45E+00,-1.6
2.45E+00,-1.6
2.45E+00,-6.4
2.45E+00,16.8
2.45E+00,22.4
2.45E+00,20
2.45E+00,4.8
2.45E+00,16
2.45E+00,30.4
2.45E+00,31.2
2.45E+00,14.4
2.45E+00,24.8
2.45E+00,16.8
2.45E+00,-25.6
2.45E+00,-24
2.46E+00,-44
2.46E+00,-17.6
2.46E+00,-19.2
2.46E+00,4
2.46E+00,-4.8
2.46E+00,-10.4
2.46E+00,-12.8
2.46E+00,-16.8
2.46E+00,-20
2.46E+00,-1.6
2.46E+00,-16.8
2.46E+00,7.2
2.46E+00,-2.4
2.46E+00,16
2.46E+00,25.6
2.46E+00,18.4
2.46E+00,-16.8
2.46E+00,6.4
2.46E+00,11.2
2.46E+00,-6.4
2.46E+00,-14.4
2.46E+00,-13.6
2.46E+00,-10.4
2.46E+00,-20
2.46E+00,16.8
2.47E+00,7.2
2.47E+00,-10.4
2.47E+00,-28.8
2.47E+00,-20.8
2.47E+00,19.2
2.47E+00,-8.8
2.47E+00,-0.8
2.47E+00,8
2.47E+00,0.8
2.47E+00,-12.8
2.47E+00,-7.2
2.47E+00,5.6
2.47E+00,9.6
2.47E+00,2.4
2.47E+00,4
2.47E+00,-5.6
2.47E+00,0.8
2.47E+00,12
2.47E+00,0
2.47E+00,33.6
2.47E+00,17.6
2.47E+00,-12.8
2.47E+00,19.2
2.47E+00,29.6
2.47E+00,5.6
2.48E+00,2.4
2.48E+00,23.2
2.48E+00,18.4
2.48E+00,20.8
2.48E+00,22.4
2.48E+00,15.2
2.48E+00,-12
2.48E+00,-17.6
2.48E+00,0.8
2.48E+00,7.2
2.48E+00,0.8
2.48E+00,-25.6
2.48E+00,-19.2
2.48E+00,-20.8
2.48E+00,-20.8
2.48E+00,0
2.48E+00,0
2.48E+00,27.2
2.48E+00,5.6
2.48E+00,4.8
2.48E+00,-7.2
2.48E+00,-4
2.48E+00,20
2.48E+00,7.2
2.48E+00,-4
2.49E+00,23.2
2.49E+00,43.2
2.49E+00,35.2
2.49E+00,28.8
2.49E+00,-7.2
2.49E+00,-10.4
2.49E+00,16.8
2.49E+00,8
2.49E+00,-12.8
2.49E+00,-13.6
2.49E+00,-0.8
2.49E+00,8
2.49E+00,28
2.49E+00,17.6
2.49E+00,12.8
2.49E+00,3.2
2.49E+00,-9.6
2.49E+00,-8.8
2.49E+00,8.8
2.49E+00,-7.2
2.49E+00,-13.6
2.49E+00,0.8
2.49E+00,0
2.49E+00,2.4
2.49E+00,-36
2.50E+00,-12
2.50E+00,27.2
2.50E+00,0
2.50E+00,1.6
2.50E+00,15.2
2.50E+00,23.2
2.50E+00,27.2
2.50E+00,0
2.50E+00,-0.8
2.50E+00,-12
2.50E+00,4
2.50E+00,5.6
2.50E+00,0.8
2.50E+00,-17.6
2.50E+00,-25.6
2.50E+00,-36
2.50E+00,-25.6
2.50E+00,-16.8
2.50E+00,-13.6
2.50E+00,-10.4
2.50E+00,-0.8
2.50E+00,-4
2.50E+00,-9.6
2.50E+00,11.2
2.50E+00,5.6
2.51E+00,-19.2
2.51E+00,-11.2
2.51E+00,-40.8
2.51E+00,-26.4
2.51E+00,3.2
2.51E+00,-8
2.51E+00,1.6
2.51E+00,11.2
2.51E+00,8
2.51E+00,2.4
2.51E+00,-8
2.51E+00,-14.4
2.51E+00,3.2
2.51E+00,6.4
2.51E+00,8
2.51E+00,-7.2
2.51E+00,-7.2
2.51E+00,-10.4
2.51E+00,3.2
2.51E+00,-8
2.51E+00,10.4
2.51E+00,-0.8
2.51E+00,0.8
2.51E+00,-20.8
2.51E+00,3.2
2.52E+00,16.8
2.52E+00,13.6
2.52E+00,-8.8
2.52E+00,-2.4
2.52E+00,17.6
2.52E+00,-9.6
2.52E+00,1.6
2.52E+00,23.2
2.52E+00,21.6
2.52E+00,22.4
2.52E+00,15.2
2.52E+00,3.2
2.52E+00,-4.8
2.52E+00,18.4
2.52E+00,24
2.52E+00,-24.8
2.52E+00,0.8
2.52E+00,2.4
2.52E+00,-16
2.52E+00,-13.6
2.52E+00,-19.2
